"Timestamp","Aimeriez-vous en savoir plus sur... [La biologie]","Aimeriez-vous en savoir plus sur... [La biologie de synthèse]","Aimeriez-vous en savoir plus sur... [Les jeux vidéo]","Aimeriez-vous en savoir plus sur... [L'ingénierie]","Avez-vous déjà joué à Hero.Coli ?","Quel âge avez-vous ?"," [Quel est votre sexe ?]"," [Vous intéressez-vous aux jeux vidéo ?]"," [Vous intéressez-vous à la biologie ?]"," [Combien de temps avez-vous étudié la biologie ?]"," [Jouez-vous aux jeux vidéo ?]"," [Avant Hero.Coli, aviez-vous déjà entendu parler de la biologie de synthèse ou des BioBriques ?]","Êtes-vous volontaire pour contribuer à notre étude en répondant à 9 questions supplémentaires ? (5 min)"," [Vous êtes-vous amusé en jouant au jeu ?]"," [Pour modifier les capacités de la bactérie il faut...]"," [Que sont les BioBriques et les constructions ?]"," [Trouvez l'antibiotique :]","Les BioBriques : [Le Plasmide est...]","Les BioBriques : [Représente la fin d'une construction...]","Les BioBriques : [Le Promoteur est...]","Les BioBriques : [Représente la capacité fournie...]","Les BioBriques : [Le Terminateur est...]","Les BioBriques : [Code une protéine...]","Les BioBriques : [Le RBS est...]","Les BioBriques : [Peut représenter la GFP...]","Les BioBriques : [La Séquence Codante est...]","Les BioBriques : [Contrôle quand la construction est active...]","Les BioBriques : [Contrôle le niveau d'expression, et donc à quel point la capacité est affectée...]","Les BioBriques : [Permet d'équiper une construction supplémentaire...]","Les BioBriques : [L'Opérateur est...]"," [construction 1]"," [construction 2]"," [construction 3]"," [construction 4]"," [construction 5]"," [construction 6]"," [construction 7]"," [construction 8]"," [Quand la fluorescence verte se produit-elle ?]"," [Que se passe-t-il quand on enlève la construction génétique de déplacement ?]","Dernière question. La page suivante ne contient que les remarques. [Imaginez : vous venez d'assembler une construction fonctionnelle qui contient un promoteur induit à l'arabinose et une séquence codante (CDS) pour l'arabinose. Que se passe-t-il ?]","Vous pouvez ajouter des remarques ici.","⚠ Ne pas modifier"
"2018/04/11 3:16:32 PM GMT+2","Beaucoup","Moyennement","Beaucoup","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Ramasser des nanorobots","Des séquences d'ADN","Ampicilline","Je ne sais pas","1","2","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle permet de résister aux antibiotiques","Elle permet de se déplacer plus vite","Je ne sais pas","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle n'est active que dans les nuages d'arabinose.","","2962cada-f998-4cb6-bb25-e8ff2f486dd0"
"2018/04/11 3:22:06 PM GMT+2","Énormément","Énormément","Énormément","Énormément","Non / pas encore","14","Homme","Énormément","Énormément","Jamais, pas même au collège","Énormément","Oui, mais je ne sais pas exactement ce que c'est","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29b739fc-4f9f-4f5e-bfee-8ba12de4b7fa"
"2018/04/11 3:28:53 PM GMT+2","Un peu","Un peu","Moyennement","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Des séquences d'ADN","Terminateur","3","1","2","4","2","5","Je ne sais pas","Je ne sais pas","Je ne sais pas","1","4","5","2","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, tout le temps","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","4d1c03d1-151b-4c4f-b9a5-8dcbd4939b1c"
"2018/04/11 3:32:36 PM GMT+2","Beaucoup","Un peu","Beaucoup","Beaucoup","Non / pas encore","23","Homme","Énormément","Un peu","Jusqu'au bac","Beaucoup","Non","Oui","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Des séquences d'ARN","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Aucun de ces éléments","Je ne sais pas","Je ne sais pas","Je ne sais pas","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","d06aa7a1-c36f-4f5b-b5cd-fe1845dd2801"
"2018/04/11 3:42:53 PM GMT+2","Moyennement","Moyennement","Énormément","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","1","3","3","1","Aucun de ces éléments","4","Je ne sais pas","Je ne sais pas","2","4","5","2","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle n'est active que dans les nuages d'arabinose.","","ad7b68aa-c031-4368-80c5-ee26e71594f4"
"2018/04/11 3:55:56 PM GMT+2","Énormément","Énormément","Énormément","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","Je ne sais pas","1","Je ne sais pas","2","1","Je ne sais pas","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Aucun de ces éléments","Elle permet de se déplacer plus vite","Les briques ne sont pas dans le bon ordre","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","Les flagelles disparaissent l'un après l'autre, rapidement","Elle n'est active que dans les nuages d'arabinose.","instructif","29b739fc-4f9f-4f5e-bfee-8ba12de4b7fa"
"2018/04/11 3:58:30 PM GMT+2","Moyennement","Pas du tout","Énormément","Énormément","Non / pas encore","15","Femme","Énormément","Pas du tout","Jusqu'au brevet","Moyennement","Oui, mais je ne sais pas exactement ce que c'est","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3006900c-37d2-44dd-a8e6-674f6fd1cae3"
"2018/04/11 4:16:35 PM GMT+2","Pas du tout","Pas du tout","Énormément","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Je ne sais pas","Je ne sais pas","","29b739fc-4f9f-4f5e-bfee-8ba12de4b7fa"
"2018/04/11 4:19:32 PM GMT+2","Moyennement","Pas du tout","Beaucoup","Énormément","Non / pas encore","16","Femme","Moyennement","Pas du tout","Jusqu'au brevet","Moyennement","Non","Oui","Beaucoup","Diviser la bactérie","Je ne sais pas","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","Je ne sais pas","Je ne sais pas","","6850e851-d998-4d79-955d-451a7c495884"
"2018/04/11 4:23:53 PM GMT+2","Beaucoup","Beaucoup","Moyennement","Moyennement","Non / pas encore","15","Femme","Moyennement","Moyennement","Jusqu'au bac","Un peu","Non","Oui","Un peu","Modifier l'ADN de la bactérie","Des séquences d'ARN","Ampicilline","Je ne sais pas","1","2","Je ne sais pas","1","4","3","Je ne sais pas","2","Je ne sais pas","Aucun de ces éléments","Je ne sais pas","3","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","8e132b9d-c665-443c-8b14-e79e1583a8af"
"2018/04/11 4:49:25 PM GMT+2","Énormément","Beaucoup","Beaucoup","Énormément","Non / pas encore","25","Homme","Énormément","Beaucoup","Jusqu'au bac","Énormément","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","c595e8cc-74d4-4bfc-ac20-ee758c7e58a1"
"2018/04/11 4:53:31 PM GMT+2","Énormément","Beaucoup","Énormément","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","Aucun de ces éléments","1","3","Aucun de ces éléments","5","3","3","1","Je ne sais pas","4","1","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","d06aa7a1-c36f-4f5b-b5cd-fe1845dd2801"
"2018/04/11 4:59:27 PM GMT+2","Beaucoup","Beaucoup","Énormément","Énormément","Non / pas encore","15","Femme","Énormément","Beaucoup","Jusqu'au bac","Moyennement","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Des séquences d'ADN","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Aucun de ces éléments","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle n'est active que dans les nuages d'arabinose.","Je ne connais vraiment pas grand chose à la biologie de synthèse, du coup, j'ai répondu a de nombreuses reprise ""Je ne sais pas"".","c3c1d772-792d-4dd0-a05d-45d4da5187e7"
"2018/04/11 5:11:18 PM GMT+2","Énormément","Énormément","Énormément","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ARN","Ampicilline","Je ne sais pas","2","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","3","5","Je ne sais pas","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Rien","Je ne sais pas","","c3c1d772-792d-4dd0-a05d-45d4da5187e7"
"2018/04/11 5:11:20 PM GMT+2","Beaucoup","Beaucoup","Énormément","Énormément","Non / pas encore","27","Homme","Énormément","Moyennement","Jusqu'au brevet","Énormément","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","place au test ","64a5e3a5-f202-4327-a074-5d38cd97709f"
"2018/04/11 5:15:44 PM GMT+2","Beaucoup","Moyennement","Beaucoup","Moyennement","Non / pas encore","23","Femme","Moyennement","Moyennement","Jamais, pas même au collège","Moyennement","Non","Oui","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Des acides aminés","Je ne sais pas","3","4","4","4","Aucun de ces éléments","Je ne sais pas","2","1","2","Je ne sais pas","Je ne sais pas","5","Je ne sais pas","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","La bactérie meurt","Je ne sais pas","","c6c89a3f-5bc6-40b6-8af2-6840940d8c60"
"2018/04/11 5:21:02 PM GMT+2","Un peu","Un peu","Énormément","Moyennement","Non / pas encore","13","Femme","Énormément","Pas du tout","Jamais, pas même au collège","Énormément","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6f1006f9-c8fc-4ac1-a6a7-1c6dd8a38e2a"
"2018/04/11 5:28:24 PM GMT+2","Énormément","Énormément","Énormément","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","1","2","3","1","Aucun de ces éléments","4","3","Aucun de ces éléments","2","4","5","3","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle n'est active que dans les nuages d'arabinose.","","c595e8cc-74d4-4bfc-ac20-ee758c7e58a1"
"2018/04/11 5:29:45 PM GMT+2","Moyennement","Un peu","Beaucoup","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Arabinose","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","2","Je ne sais pas","3","4","Je ne sais pas","5","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle ne produit rien puisqu'elle s'induit elle-même","","4d1c03d1-151b-4c4f-b9a5-8dcbd4939b1c"
"2018/04/11 5:42:57 PM GMT+2","Énormément","Énormément","Énormément","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Extrêmement","Modifier l'ADN de la bactérie","Des protéines","Ampicilline","Aucun de ces éléments","1","1","3","1","2","2","Je ne sais pas","Aucun de ces éléments","Aucun de ces éléments","4","5","1","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle ne produit rien puisqu'elle s'induit elle-même","très bon jeu, a force de tester diverses combinaisons, ont comprend +/- le fonctionnement génétique de la cellule, qui doit s'adapter pour se mouvoir et survivre. Les ""speedrunners"" verraient un bon challenge dans ce jeu (du au chrono de fin de partie).
Et j'aimerais qu'un max de gens puissent tester le jeu.

Bonne continuation!","64a5e3a5-f202-4327-a074-5d38cd97709f"
"2018/04/11 5:55:20 PM GMT+2","Moyennement","Un peu","Énormément","Beaucoup","Non / pas encore","14","Homme","Énormément","Moyennement","Jusqu'au bac","Beaucoup","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","2","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","19a1c988-0e3d-4523-a394-cad4ac268497"
"2018/04/11 5:58:16 PM GMT+2","Un peu","Un peu","Un peu","Moyennement","Non / pas encore","46","Homme","Un peu","Pas du tout","Jusqu'au bac","Un peu","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","bb205339-0005-4db5-b7e9-7c4e9200b377"
