,Timestamp,Are you interested in learning more about...Biology,Are you interested in learning more about...Synthetic biology,Are you interested in learning more about...Video games,Are you interested in learning more about...Engineering,Have you ever played Hero.Coli?,How old are you?,What is your gender?,Are you interested in video games?,Are you interested in biology?,How long have you studied biology?,Do you play video games?,"Have you ever heard about synthetic biology or BioBricks, outside of Hero.Coli?",Do you volunteer to contribute to our study by answering 9 more questions? (5 min),Did you enjoy playing the game?,"In order to modify the abilities of the bacterium, you have to...",What are BioBricks and devices?,Find the antibiotic:,Plasmid is...,Represents the end of a device... TER,Promoter is...,Represents the ability given... CDS,Terminator is...,Codes a protein... CDS,RBS is...,Can represent GFP... CDS,Coding Sequence is...,Controls when the device is active... PR,"Controls the level of expression, and thus how much the ability will be affected... RBS",Makes it possible to equip an additional device. PLASMID,Operator is... XXX,What does this device do? RBS:PCONS:FLHDC:TER XXX,What does this device do? PCONS:RBS:FLHDC:TER,What does this device do? PBAD:RBS:GFP:TER,What does this device do? PBAD:GFP:TBS:TER XXX,What does this device do? GFP:RBS:PCONS:TER XXX,What does this device do? PCONS:GFP:RBS:TER XXX,What does this device do? AMPR:RBS:PCONS:TER XXX,What does this device do? RBS:PCONS:AMPR:TER XXX,When does green fluorescence happen?,What happens when you unequip the movement device?,Last question. Next page only contains remarks.Guess: you have crafted a functional device containing an arabinose-induced promoter and an arabinose Coding Sequence (CDS). What will happen?,You can write down remarks here.,userId,Language,Temporality
383,2018-04-17 16:31:51+00:00,Not at all,Slightly,Slightly,Not at all,I just played for the first time,,,,,,,,,A bit,I don't know,I don't know,I don't know,I don't know,4,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,4,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"In front of the doors, when the GFP device is equipped",The bacterium dies,I don't know,,0f559518-8273-4252-927a-9751b0826aaf,fr,undefined
384,2018-04-18 10:43:15+00:00,Slightly,Not at all,Slightly,Slightly,I played it multiple times recently on this computer,,,,,,,,,Moderately,Move the bacterium,Proteins,GFP,3,3,3,3,3,3,3,3,3,3,3,3,3,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,"Under blue light, when the GFP device is equipped",The bacterium glows,It produces arabinose all the time,,def2d00a-91b7-4cc5-9327-7913554441a5,fr,undefined
385,2018-04-18 10:44:05+00:00,Not at all,Not at all,Slightly,Slightly,No / not yet,13,Male,A lot,Not at all,Not even in middle school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d898b896-a46d-44b5-ab49-cb4889234036,fr,undefined
386,2018-04-18 10:44:31+00:00,Not at all,Not at all,Extremely,Moderately,No / not yet,13,Male,Extremely,Not at all,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01cc303e-d7c1-4c84-8e17-182b410da343,fr,undefined
387,2018-04-18 10:50:40+00:00,Not at all,Not at all,Extremely,Not at all,No / not yet,12,Male,Extremely,Moderately,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f61c45c6-de8c-4785-be09-7aa6a58d4b56,fr,undefined
388,2018-04-18 10:57:58+00:00,A lot,Slightly,Extremely,A lot,No / not yet,13,Male,Extremely,A lot,Not even in middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Gather nanobots,Amino-acids,I don't know,4,2,4,3,5,I don't know,I don't know,1,I don't know,I don't know,None of these,2,2,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,8aa79db1-5df8-41c4-9c05-b69a23085da7,fr,undefined
389,2018-04-18 11:06:17+00:00,Moderately,Slightly,A lot,Moderately,No / not yet,12,Male,Extremely,Moderately,Not even in middle school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04424c3f-9418-4752-ba1d-5c6fda1cd6c2,fr,undefined
390,2018-04-18 11:09:46+00:00,Not at all,Not at all,Extremely,Not at all,I just played for the first time,,,,,,,,,A lot,I don't know,I don't know,I don't know,I don't know,4,I don't know,5,I don't know,2,I don't know,I don't know,2,2,3,4,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",I don't know,I don't know,,e075a814-70ca-4ff9-8e6c-6931c0400cc3,fr,undefined
391,2018-04-18 11:26:47+00:00,Moderately,Moderately,Extremely,Extremely,No / not yet,15,Male,A lot,Moderately,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,5,I don't know,I don't know,I don't know,1,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,75ad8bbf-c050-45ee-9376-29abae836ebd,fr,undefined
392,2018-04-18 11:31:03+00:00,A lot,Moderately,Extremely,Slightly,I just played for the first time,,,,,,,,,A bit,Edit the DNA of the bacterium,DNA sequences,I don't know,5,None of these,3,4,I don't know,I don't know,3,I don't know,2,4,1,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",Flagella quickly disappear one by one,It produces arabinose all the time,,8aa79db1-5df8-41c4-9c05-b69a23085da7,fr,undefined
393,2018-04-18 11:36:24+00:00,Not at all,Not at all,Extremely,Not at all,I just played for the first time,,,,,,,,,A lot,Gather nanobots,Amino-acids,I don't know,2,4,3,2,I don't know,3,2,3,3,2,5,4,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,d898b896-a46d-44b5-ab49-cb4889234036,fr,undefined
394,2018-04-18 11:40:48+00:00,Moderately,Slightly,A lot,Moderately,I just played for the first time,,,,,,,,,Moderately,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,I don't know,,04424c3f-9418-4752-ba1d-5c6fda1cd6c2,fr,undefined
395,2018-04-18 11:41:27+00:00,Moderately,Slightly,A lot,A lot,No / not yet,12,Male,A lot,A lot,Not even in middle school,A lot,No,Yes,A lot,I don't know,RNA sequences,I don't know,I don't know,4,I don't know,I don't know,1,I don't know,4,I don't know,2,I don't know,I don't know,1,5,I don't know,It generates green fluorescence,I don't know,It generates green fluorescence in presence of arabinose inducer,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",The bacterium dies,I don't know,,d7381383-9329-4e5f-99ae-796d41b5eece,fr,undefined
396,2018-04-18 11:45:42+00:00,Moderately,A lot,Extremely,A lot,No / not yet,13,Male,A lot,Moderately,Not even in middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,abfc0fa2-800d-43b5-b2da-88131412cef4,fr,undefined
397,2018-04-18 11:57:05+00:00,Moderately,A lot,A lot,Moderately,No / not yet,17,Male,Extremely,Slightly,Until the end of middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d12122d2-dc92-4896-8ddd-fd9d4ed0621b,fr,undefined
398,2018-04-18 11:57:41+00:00,A lot,Slightly,Extremely,Extremely,I played it multiple times recently on this computer,,,,,,,,,Not applicable: not played yet,Edit the DNA of the bacterium,Proteins,GFP,3,2,2,2,I don't know,2,4,3,2,I don't know,5,3,2,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,"Under blue light, all the time",Flagella quickly disappear one by one,It produces nothing since it induces itself,,c4178328-6d74-4c09-8f02-c47bd19f7333,fr,undefined
399,2018-04-18 12:19:16+00:00,Moderately,Moderately,A lot,Moderately,No / not yet,19,Male,A lot,Moderately,Until the end of middle school,Extremely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,7d7b1f64-58f4-458b-8bb4-a85c90692fa7,fr,undefined
400,2018-04-18 12:20:39+00:00,Moderately,Moderately,Extremely,Extremely,I just played for the first time,,,,,,,,,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,None of these,1,4,5,1,5,3,3,5,2,4,None of these,3,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",Il serait bien d'avoir un raccourci clavier pour changer la construction indiqués par un message. Une fonction pour pouvoir rapidement échanger un bloc entre deux séquences serait bien.,75ad8bbf-c050-45ee-9376-29abae836ebd,fr,undefined
401,2018-04-18 12:22:50+00:00,Extremely,Moderately,Moderately,Slightly,I just played for the first time,,,,,,,,,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,The bacterium dies,I don't know,,a657b554-ecee-4708-9075-688a1d58d3e4,fr,undefined
402,2018-04-18 12:27:00+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,21,Male,A lot,Slightly,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,Divide the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,b2a608e2-a35d-47fc-9f64-9ea042b3e68f,fr,undefined
403,2018-04-18 12:32:48+00:00,Extremely,Extremely,Moderately,A lot,No / not yet,24 ,Female,Moderately,Extremely,Until bachelor's degree,Moderately,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,Proteins,Ampicillin,I don't know,I don't know,I don't know,I don't know,1,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,The bacterium dies,It produces arabinose all the time,,96470842-aa9a-4802-9e23-38060a1980b4,fr,undefined
404,2018-04-18 12:37:02+00:00,Moderately,A lot,Extremely,A lot,I just played for the first time,,,,,,,,,Extremely,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,None of these,I don't know,2,None of these,5,I don't know,2,I don't know,None of these,4,5,1,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces arabinose all the time,,abfc0fa2-800d-43b5-b2da-88131412cef4,fr,undefined
405,2018-04-18 12:54:40+00:00,A lot,Moderately,Slightly,Extremely,No / not yet,20,Male,Moderately,A lot,Until the end of middle school,Moderately,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,Amino-acids,Arabinose,I don't know,5,5,4,1,I don't know,I don't know,I don't know,1,3,4,2,I don't know,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,It makes it possible to move faster,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,50fd73e8-ef37-44ba-8081-de62507f79f7,fr,undefined
406,2018-04-18 13:09:21+00:00,Moderately,Moderately,Moderately,Moderately,I just played for the first time,,,,,,,,,A bit,Edit the DNA of the bacterium,DNA sequences,Terminator,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",I don't know,I don't know,,7d7b1f64-58f4-458b-8bb4-a85c90692fa7,fr,undefined
407,2018-04-18 13:14:54+00:00,A lot,Moderately,Moderately,Moderately,I just played for the first time,,,,,,,,,Moderately,Move the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,5,I don't know,I don't know,I don't know,I don't know,I don't know,2,I don't know,I don't know,I don't know,The bricks are not well-ordered,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It generates antibiotic resistance,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,c’était assez bien,a657b554-ecee-4708-9075-688a1d58d3e4,fr,undefined
408,2018-04-18 13:16:12+00:00,Moderately,Moderately,A lot,A lot,No / not yet,18,Female,Moderately,Moderately,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,4,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,0135e29b-678d-4188-a935-1d0bfec9450b,fr,undefined
409,2018-04-18 13:20:51+00:00,Moderately,Slightly,Slightly,A lot,I just played for the first time,,,,,,,,,A lot,Move the bacterium,RNA sequences,GFP,4,3,1,5,1,4,5,1,2,3,2,2,3,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It generates antibiotic resistance,It generates antibiotic resistance,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,"Under blue light, all the time",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,50fd73e8-ef37-44ba-8081-de62507f79f7,fr,undefined
410,2018-04-18 13:29:32+00:00,A lot,Moderately,Slightly,Extremely,No / not yet,33,Male,Slightly,A lot,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,RNA sequences,Ampicillin,5,4,I don't know,I don't know,None of these,3,I don't know,I don't know,5,I don't know,I don't know,1,1,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"It produces more and more arabinose after being induced, because it induces itself",,1b1be5b7-e341-42b7-842d-cc83b56785e1,fr,undefined
411,2018-04-18 13:37:23+00:00,Not at all,Not at all,Not at all,Not at all,I just played for the first time,,,,,,,,,A bit,Gather nanobots,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,b2a608e2-a35d-47fc-9f64-9ea042b3e68f,fr,undefined
412,2018-04-18 13:37:39+00:00,Moderately,Moderately,Moderately,Moderately,I just played for the first time,,,,,,,,,Moderately,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,0135e29b-678d-4188-a935-1d0bfec9450b,fr,undefined
413,2018-04-18 13:41:41+00:00,Moderately,Moderately,Extremely,A lot,No / not yet,14,Male,Extremely,Moderately,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76583011-ef2e-48a8-a1a9-e4989852de7f,fr,undefined
